,dice_coef,loss,val_dice_coef,val_loss
0,0.00825298009581,-0.00825298009581,0.00629962356709,-0.00629962356709
1,0.00831497924744,-0.00831497924744,0.00650279454665,-0.00650279454925
2,0.00910871375825,-0.00910871375825,0.00695004760733,-0.00695004760993
3,0.0102261025405,-0.0102261025405,0.00773412488234,-0.00773412488234
4,0.0117783280489,-0.0117783280489,0.00881464648366,-0.00881464648366
5,0.0133166806907,-0.0133166806907,0.00987371368987,-0.00987371368987
6,0.0156357835407,-0.0156357835407,0.0121502575426,-0.0121502575478
7,0.0247585441806,-0.0247585441806,0.0184953379785,-0.0184953379785
8,0.048418343264,-0.0484183433248,0.0301404160573,-0.0301404160573
9,0.110989881681,-0.110989881681,0.0592672657778,-0.0592672657778
10,0.167554361833,-0.167554361833,0.0659603368241,-0.0659603368241
11,0.199478490037,-0.199478490037,0.0593858104435,-0.0593858104644
12,0.183187492313,-0.183187492557,0.0831249451209,-0.0831249451209
13,0.236882468566,-0.236882468566,0.0753611320102,-0.0753611320102
14,0.207490756349,-0.207490756349,0.0726846343657,-0.0726846343657
15,0.231222477114,-0.231222476871,0.0856477649215,-0.0856477649632
16,0.259733773446,-0.259733773446,0.0769789367914,-0.0769789367914
17,0.272024629496,-0.272024629496,0.0822796941276,-0.0822796941693
18,0.271914612892,-0.271914612892,0.0705133007089,-0.0705133007089
19,0.276071251398,-0.276071251398,0.0831352420735,-0.0831352420735
20,0.289544121934,-0.289544121447,0.078221001843,-0.078221001843
21,0.256333612514,-0.256333612514,0.0730615601555,-0.0730615601555
22,0.31904934643,-0.31904934643,0.0780930580404,-0.0780930580404
23,0.268424446627,-0.268424446141,0.0812800919581,-0.0812800919581
24,0.295573793599,-0.295573793538,0.0786041458235,-0.0786041458652
25,0.270992485164,-0.270992485407,0.0790067123833,-0.0790067123833
26,0.291417590594,-0.291417590594,0.0806497086896,-0.0806497086896
27,0.289931879879,-0.289931879879,0.0709555672982,-0.0709555672982
28,0.300702868117,-0.300702868117,0.0810966275132,-0.0810966275132
29,0.32554064953,-0.325540650017,0.0794229356906,-0.0794229356906
30,0.294348617964,-0.294348617964,0.0773154810599,-0.0773154811016
31,0.319116877104,-0.319116877347,0.0776366843467,-0.0776366843884
32,0.312355883176,-0.312355883176,0.0798214689147,-0.0798214689147
33,0.300961936614,-0.300961936614,0.0671343340915,-0.0671343356275
34,0.306777241724,-0.306777241724,0.0757620951522,-0.0757620951522
35,0.325979584776,-0.325979584289,0.0795888559087,-0.0795888559087
36,0.289978610791,-0.289978610791,0.0710886747979,-0.0710886747979
37,0.310915500226,-0.31091550047,0.072761532517,-0.0727615325587
38,0.286832985757,-0.286832985757,0.0790064873646,-0.0790064873646
39,0.316200507284,-0.316200507284,0.0765423733852,-0.0765423733852
40,0.317584481981,-0.317584481981,0.0808101412215,-0.0808101412215
41,0.314518165176,-0.314518165176,0.0871089430415,-0.0871089430832
42,0.321550827749,-0.321550828236,0.0768382308532,-0.0768382308532
43,0.306505923942,-0.306505923942,0.0804576189466,-0.0804576189466
44,0.310018107724,-0.310018107724,0.081682234377,-0.0816822344187
45,0.343052180196,-0.343052180196,0.0814539487404,-0.0814539487821
46,0.322499861356,-0.322499861477,0.0784598590612,-0.0784598590612
47,0.31846058194,-0.31846058194,0.0793731125739,-0.0793731126156
48,0.342001360672,-0.342001360672,0.0760907133513,-0.0760907133513
49,0.332815404556,-0.332815404556,0.0797596510444,-0.0797596510444
50,0.32449507422,-0.324495074342,0.0775272453398,-0.0775272453398
51,0.305287430839,-0.305287430839,0.0774478342718,-0.0774478342718
52,0.3109155587,-0.3109155587,0.0822011306882,-0.0822011306882
53,0.321303250359,-0.321303250359,0.0809947983292,-0.0809947983292
54,0.344988137369,-0.344988137369,0.085260917794,-0.085260917794
55,0.320901395723,-0.320901395723,0.074556351959,-0.074556351959
56,0.341646375333,-0.341646375333,0.0835632275123,-0.0835632275123
57,0.377932076724,-0.377932076724,0.078571683477,-0.0785716835187
58,0.323119886585,-0.323119887071,0.0838657367919,-0.0838657367919
59,0.321854587591,-0.321854587104,0.0807223377972,-0.0807223378389
60,0.357915128485,-0.357915128972,0.0837547478419,-0.0837547478836
61,0.328233847958,-0.328233847958,0.0817568733621,-0.0817568734038
62,0.343969226771,-0.343969226771,0.0804768973239,-0.0804768973239
63,0.344717096097,-0.344717096097,0.0809517899222,-0.0809517899222
64,0.341037145416,-0.341037145538,0.0856969367379,-0.0856969367379
65,0.323739747636,-0.323739748122,0.0786235747136,-0.0786235747136
66,0.330619563315,-0.330619563802,0.0831439531506,-0.0831439531506
67,0.35819628746,-0.35819628746,0.0685328507776,-0.0685328508395
68,0.328457295443,-0.328457295443,0.0803393583967,-0.0803393583967
69,0.33302116437,-0.333021164857,0.0860089262697,-0.0860089262697
70,0.32723497331,-0.32723497331,0.0850390532513,-0.0850390533347
71,0.339968874693,-0.339968873719,0.0802290882609,-0.0802290883026
72,0.345565249723,-0.345565250696,0.0856242055324,-0.0856242055324
73,0.307244587214,-0.307244587214,0.0816435377294,-0.0816435377294
74,0.335267481869,-0.335267482356,0.0835533498494,-0.0835533498494
75,0.36507582361,-0.36507582361,0.0822097915294,-0.0822097915294
76,0.336431910966,-0.336431910966,0.0879015492748,-0.0879015492748
77,0.34656370535,-0.346563705593,0.0785799212198,-0.0785799212198
78,0.361766286416,-0.361766286416,0.0851829895444,-0.0851829895444
79,0.363591644509,-0.363591644995,0.0805603797589,-0.0805603798006
80,0.359097437373,-0.359097437373,0.0877590645939,-0.0877590645939
81,0.337017955715,-0.337017955715,0.0788561498135,-0.0788561498552
82,0.366345736353,-0.366345736353,0.0841081585568,-0.0841081585568
83,0.334096123947,-0.334096123947,0.0816178012834,-0.0816178013251
84,0.37227574091,-0.37227574091,0.0810039948199,-0.0810039948616
85,0.354377635561,-0.354377635074,0.0905717631329,-0.0905717631329
86,0.333199364309,-0.333199364309,0.083655066816,-0.0836550668994
87,0.373445438291,-0.373445438778,0.0833250328398,-0.0833250328398
88,0.367077896735,-0.367077896735,0.0880508899911,-0.0880508899911
89,0.334204439271,-0.334204439271,0.0877411031901,-0.0877411031901
90,0.37918718696,-0.37918718696,0.0815724967075,-0.0815724967075
91,0.359973641683,-0.359973641683,0.0767880073234,-0.0767880073234
92,0.344904650615,-0.344904650615,0.0864131049489,-0.0864131050323
93,0.356684803419,-0.356684803905,0.0881140772531,-0.0881140772531
94,0.368614149025,-0.368614149025,0.0765650906781,-0.0765650907198
95,0.328092489796,-0.328092489796,0.0969507111542,-0.0969507111542
96,0.364362044877,-0.364362043904,0.0900881595965,-0.0900881596799
97,0.374931101611,-0.374931101611,0.080570894224,-0.080570894224
98,0.343075298324,-0.343075298324,0.0826200324931,-0.0826200324931
99,0.360995850548,-0.360995850548,0.0821541214723,-0.0821541214723
100,0.378709843305,-0.378709844279,0.089140535235,-0.089140535235
101,0.357844048744,-0.357844048744,0.0826267826972,-0.082626781988
102,0.36446503008,-0.36446503008,0.0832331154162,-0.0832331154162
103,0.368916183052,-0.368916183052,0.0817205044371,-0.0817205044371
104,0.36885221742,-0.36885221742,0.0775634629318,-0.0775634629318
105,0.374032875289,-0.374032875045,0.0876040218481,-0.0876040219315
106,0.375656205209,-0.375656205452,0.0873497078445,-0.0873497078445
107,0.375907241382,-0.375907241382,0.0927465793802,-0.0927465793802
108,0.370067804708,-0.370067804708,0.0822479174153,-0.0822479174153
109,0.380968954962,-0.380968954962,0.0845434056011,-0.0845434056845
110,0.37302180074,-0.37302180074,0.0973385193232,-0.0973385193232
111,0.34410991194,-0.344109912427,0.0838220325757,-0.0838220325757
112,0.352140052461,-0.352140052461,0.092925142052,-0.092925142052
113,0.363969841562,-0.363969841562,0.0879190425986,-0.0879190425986
114,0.375040207527,-0.375040207284,0.0832842779415,-0.0832842780249
115,0.3861403688,-0.3861403688,0.0909498644464,-0.0909498645299
116,0.372370131994,-0.372370131994,0.0946728788427,-0.0946728788427
117,0.359384678397,-0.359384678397,0.0909923372874,-0.0909923372874
118,0.393321640918,-0.393321640918,0.0937854431903,-0.0937854431903
